incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url,text
c2aea265-9013-5700-aa81-05cc21f38584,2025-08-21T12:36:03+10:00,,T6_1a;T6_1b;T6_1c;T6_2a;T6_2b;T6_2c,,,Trains run to a changed timetable and reduced frequency,Trains run to a changed timetable and reduced frequency,火车按照更改的时间表运行，频率减少。,تعمل القطارات وفق جدول زمني معدّل مع تقليل التردد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Trains run to a changed timetable and reduced frequency Saturday 30 August 
Trains run to a changed timetable and reduced frequency, every 30 minutes."
b5dbc9de-1e8c-5c3e-b6aa-fbbda32b0a02,2025-08-21T12:36:03+10:00,,OLY_1a;OLY_1b;OLY_2a;OLY_2b,,,Buses replace trains between Lidcombe and Strathfield. Trains from Olympic Park run to a changed timetable and stopping pattern,Buses replace trains between Lidcombe and Strathfield. Trains from Olympic Park run to a changed timetable and stopping pattern,巴士在利德科姆和斯特拉斯菲尔德之间替代火车。奥林匹克公园的火车有新的时刻表。,الحافلات تحل محل القطارات بين ليدكومب وستراتفيلد. القطارات من حديقة الأولمبياد تعمل وفق جدول زمني جديد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace trains between Lidcombe and Strathfield. Trains from Olympic Park run to a changed timetable and stopping pattern Saturday 30 August 
Trains run to a changed timetable between Olympic Park and Lidcombe, continuing to Penrith or Leppington.
Buses replace all trains between Lidcombe and Strathfield."
51ba6e53-5aca-5f66-8bbf-428fd1fffc62,2025-08-21T12:36:03+10:00,,APS_1a;APS_1b;APS_1c;APS_1d;APS_1e;APS_1f;APS_1g;APS_1h;APS_2a;APS_2b;APS_2c;APS_2d;APS_2e;APS_2f;APS_2g;APS_2h,,,Some trains between Sydenham and Central may run to a changed timetable,Some trains between Sydenham and Central may run to a changed timetable,从到的部分列车可能会按照新的时间表运行。,بعض القطارات بين سيدنهام ومركز المدينة قد تعمل وفق جدول زمني جديد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Some trains between Sydenham and Central may run to a changed timetable Saturday 30 August 
Some trains between Sydenham and Central may run to a changed timetable and reduced frequency."
f63efa81-8940-5870-bbe7-0ff2c3e7467b,2025-08-21T12:36:03+10:00,,NTH_1a;NTH_1b;NTH_2a,,,Extra trains run between Rhodes and T1 North Shore Line stations,Extra trains run between Rhodes and T1 North Shore Line stations,在罗兹和1北岸线车站之间运行额外列车。,تعمل قطارات إضافية بين رودس ومحطات خط الشمال 1.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Extra trains run between Rhodes and T1 North Shore Line stations Saturday 30 August 
Extra trains run between Rhodes and T1 North Shore Line stations."
4a6c5b85-cb57-556f-8374-4a03b763c000,2025-08-21T12:36:03+10:00,,4T.T.BMT;BMT_1;BMT_2,,,Trains run between Blue Mountains Line stations and Blacktown,Trains run between Blue Mountains Line stations and Blacktown,火车在蓝山线车站和布莱克镇之间运行。,تعمل القطارات بين محطات خط جبال بلو وبلكتاون.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Trains run between Blue Mountains Line stations and Blacktown Saturday 30 August 
Trains run between Blue Mountains Line stations and Blacktown only.
Change at Penrith for express buses to Strathfield.
T1 Western Line trains run between Penrith, Blacktown and Olympic Park. Buses replace trains between Lidcombe and Strathfield.
Trains from Blacktown to Blue Mountains Line stations run 30 minutes later than normal.


Bathurst trains run between Bathurst and Lithgow only, some to a changed timetable. Change trains at Lithgow to continue your journey.


If you are travelling to Lithgow to connect with NSW TrainLink Regional Coaches call 132 232 to confirm departure times."
485b6bc2-e198-5533-bc4a-41ff2f654821,2025-08-21T12:36:03+10:00,,SCO_1a;SCO_1b;SCO_2a;SCO_2b,,,Buses replace trains between Central and Bondi Junction. Trains run to a changed timetable,Buses replace trains between Central and Bondi Junction. Trains run to a changed timetable,中央和邦迪交汇处之间的火车被巴士替代。火车按照新的时间表运行。,الحافلات تحل محل القطارات بين المركز وبوندي جنكشن. القطارات تعمل وفق جدول زمني جديد.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Buses replace trains between Central and Bondi Junction. Trains run to a changed timetable Saturday 30 August
Buses replace trains between Central and Bondi Junction.
Trackwork buses do not leave from Martin Place Station.
Trains run to a changed timetable between South Coast Line stations and Central, platforms 1-14.
Change at Central for buses to Kings Cross and Edgecliff or metro services to Martin Place


From 7.30am to 11.30am, at Stanwell Park, all trains leave from platform 1.
From 12pm to 4pm, at Stanwell Park, all trains leave from platform 2."
5856ee6a-a835-5722-b624-108ab7203fc2,2025-08-21T12:36:03+10:00,,6006_S401;6006_S447,,,"Shiralee Rd, Orange temporary bus stop closure","Shiralee Rd, Orange temporary bus stop closure",橙色的 临时公交车站关闭。,إغلاق مؤقت لمحطة الحافلات في شارع شيرالي، أورانج.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Shiralee Rd, Orange temporary bus stop closure Wednesday 19 February to Sunday 31 August
Route S401 - Camel Bus and route S447 - Owl Bus services will divert and miss bus stop Orange, Shiralee Rd before Pinnacle Rd due to ongoing planned works and construction on Shiralee Rd between Pinnacle and Sweetheart Drive."
45159c41-1648-54f7-bdd5-e95f23ea06e6,2025-08-21T12:36:03+10:00,,2509_392N,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,悉尼和东南部因悉尼马拉松而改道。,هناك تحويلات في وسط مدينة سيدني وجنوب شرق سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst and Kingsford are closed for the annual Sydney Marathon."
592c1530-8678-5bc9-83a2-d7e721c35c18,2025-08-21T12:36:03+10:00,,2509_399,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني وجنوب شرق سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst and Kingsford are closed for the annual Sydney Marathon."
b0b58ccb-6efe-5617-b4a1-48ef881af60a,2025-08-21T12:36:03+10:00,,2508_BN1,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而有绕行。,سيكون هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
af5125e4-f364-599b-92d2-b7c10ee0974f,2025-08-21T12:36:03+10:00,,2504_N92,,,Sydney CBD & North Shore diversions for Sydney Marathon,Sydney CBD & North Shore diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北岸有绕行。,هناك تحويلات في وسط مدينة سيدني والشاطئ الشمالي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Shore diversions for Sydney Marathon On Sunday 31 August, buses will be diverting and missing stops due to major road closures in North Sydney and on the Sydney Harbour Bridge for the annual Sydney Marathon."
a0fa15da-8d8f-5c5f-8411-100adca5415a,2025-08-21T12:36:03+10:00,,2507_501,,,Pyrmont bus diversions for Sydney Marathon,Pyrmont bus diversions for Sydney Marathon,由于悉尼马拉松，皮尔蒙特的公交车改道。,تحويلات الحافلات في بيرمونت بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Pyrmont bus diversions for Sydney Marathon On Sunday 31 August, buses will be diverting while major roads in Pyrmont are closed for the annual Sydney Marathon."
d359ce21-1e46-5972-b121-e25edad9d36b,2025-08-21T12:36:03+10:00,,2507_288;2507_292,,,Sydney CBD bus diversions for Sydney Marathon,Sydney CBD bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区的公交车改道。,تحويلات الحافلات في وسط سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
325f40c5-e1b6-5567-9e3d-07e746178721,2025-08-21T12:36:03+10:00,,2507_120,,,Sydney CBD bus diversions for Sydney Marathon,Sydney CBD bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区的公交车改道。,تحويلات الحافلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
d0f18ef4-a7fc-5b58-ac5d-f6500e0d541b,2025-08-21T12:36:03+10:00,,2507_N90;2507_N91,,,Sydney CBD & North Sydney bus diversions for Sydney Marathon,Sydney CBD & North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北悉尼的公交车改道。,تحويلات الحافلات في وسط مدينة سيدني وشمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
90a3bc3e-e4ee-5cb7-998c-d1221a2d2522,2025-08-21T12:36:03+10:00,,2459_437;2459_442,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区有绕行。,هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the Sydney CBD are closed for the annual Sydney Marathon."
a0618c95-9ab0-5338-bb16-3590e01e2f1d,2025-08-21T12:36:03+10:00,,2508_B1,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而进行改道。,هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
456cce49-9c52-5cfb-9717-83cbca2f7433,2025-08-21T12:36:03+10:00,,2508_100,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼因悉尼马拉松而进行改道。,هناك تحويلات في وسط سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
f1685757-97cb-514b-be74-1d881d5ada38,2025-08-21T12:36:03+10:00,,2508_172X;2508_173X,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而有绕行。,سيكون هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
513573ce-96c7-51df-87b1-8b2529b3b526,2025-08-21T12:36:03+10:00,,2504_607X;2504_610X,,,Sydney CBD & North Shore diversions for Sydney Marathon,Sydney CBD & North Shore diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北岸有绕行。,هناك تحويلات في وسط مدينة سيدني والشاطئ الشمالي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Shore diversions for Sydney Marathon On Sunday 31 August, buses will be diverting and missing stops due to major road closures in North Sydney and on the Sydney Harbour Bridge for the annual Sydney Marathon."
1fc04aaf-07b2-5d6c-bd70-80e1aa30084d,2025-08-21T12:36:03+10:00,,2514_194;2514_270;2514_271,,,Sydney CBD & North Shore diversions for Sydney Marathon,Sydney CBD & North Shore diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北岸有绕行。,هناك تحويلات في وسط مدينة سيدني والشاطئ الشمالي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Shore diversions for Sydney Marathon On Sunday 31 August, buses will start and end their trips in Chatswood due to major road closures in North Sydney and on the Sydney Harbour Bridge for the annual Sydney Marathon."
da4875f9-be12-590e-b9cc-6c5c3e2336ac,2025-08-21T12:36:03+10:00,,2509_304,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而有改道。,ستكون هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst and Moore Park are closed for the annual Sydney Marathon."
0d010bc6-7f75-59a0-8e99-074bf1589399,2025-08-21T12:36:03+10:00,,2459_412;2459_423;2459_426;2459_428,,,"Sydney CBD, Martin Place diversions for Sydney Marathon","Sydney CBD, Martin Place diversions for Sydney Marathon",悉尼中央商务区马丁广场因悉尼马拉松而改道。,تحويلات في مارتن بليس، وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD, Martin Place diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the Sydney CBD are closed for the annual Sydney Marathon."
b33e90c6-0e70-5854-aaa4-2b0e2b7d031b,2025-08-21T12:36:03+10:00,,2459_431;2459_470,,,"Sydney CBD, Martin Place diversions for Sydney Marathon","Sydney CBD, Martin Place diversions for Sydney Marathon",悉尼中央商务区马丁广场因悉尼马拉松而改道。,هناك تحويلات في مارتن بليس، وسط سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD, Martin Place diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the Sydney CBD are closed for the annual Sydney Marathon."
f1910fe6-59dc-5193-a26d-a6274bf3690d,2025-08-21T12:36:03+10:00,,2507_115,,,North Sydney bus diversions for Sydney Marathon,North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，北悉尼的公交线路将进行改道。,سيتم تحويل حافلات شمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses will be diverting while major roads in North Sydney are closed for the annual Sydney Marathon."
97c4d44b-be0e-52a6-a1c4-a84dfb297427,2025-08-21T12:36:03+10:00,,2507_202;2507_207;2507_208,,,Sydney CBD & North Sydney bus diversions for Sydney Marathon,Sydney CBD & North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北悉尼的公交线路将进行改道。,تغيير مسارات الحافلات في وسط سيدني وشمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
054e1976-be8b-52ba-80ec-33edd4654cea,2025-08-21T12:36:03+10:00,,2507_252,,,North Sydney bus diversions for Sydney Marathon,North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，北悉尼的公交线路将进行调整。,تغيير مسارات الحافلات في شمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses will be diverting while major roads in North Sydney are closed for the annual Sydney Marathon."
a3c669cf-547b-5bf6-9303-485e7d7ba69a,2025-08-21T12:36:03+10:00,,2507_254;2507_291,,,North Sydney bus diversions for Sydney Marathon,North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，北悉尼的公交线路将进行改道。,سيتم تحويل حافلات شمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses will be diverting while major roads in North Sydney are closed for the annual Sydney Marathon."
1b092b39-bbcc-57f1-922b-53958055d040,2025-08-21T12:36:03+10:00,,2507_290,,,Sydney CBD & North Sydney bus diversions for Sydney Marathon,Sydney CBD & North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北悉尼的公交线路将改道。,تغيير مسارات الحافلات في وسط سيدني وشمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
458a443f-3976-5748-bfae-c2e8903e1c9f,2025-08-21T12:36:03+10:00,,2507_261,,,North Sydney bus diversions for Sydney Marathon,North Sydney bus diversions for Sydney Marathon,由于悉尼马拉松，北悉尼的公交线路将进行改道。,سيتم تحويل حافلات شمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"North Sydney bus diversions for Sydney Marathon On Sunday 31 August, buses will be diverting while major roads in North Sydney are closed for the annual Sydney Marathon."
ad54e090-f5ee-5af0-80b5-4b7057a88ed7,2025-08-21T12:36:03+10:00,,2508_230,,,Milsons Point and North Sydney diversions for Sydney Marathon,Milsons Point and North Sydney diversions for Sydney Marathon,由于悉尼马拉松，米尔森角和北悉尼有绕行。,هناك تحويلات في ميلسونز بوينت وشمال سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Milsons Point and North Sydney diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
e3143954-38d6-5f95-990c-bd29ad7a1df2,2025-08-21T12:36:03+10:00,,2459_358,,,Randwick diversions for Sydney Marathon,Randwick diversions for Sydney Marathon,由于悉尼马拉松，地区有绕行。,هناك تحويلات في  بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Randwick diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the South East are closed for the annual Sydney Marathon."
b465a887-e609-5f14-bd28-c4194f111d9f,2025-08-21T12:36:03+10:00,,1001_L2;1001_L3;IWLR-191,,,"L2 and L3 partial line closures and extra early morning L1, L2, L3 services during Sydney Marathon","L2 and L3 partial line closures and extra early morning L1, L2, L3 services during Sydney Marathon",2和3线路部分关闭。悉尼马拉松期间，1、2和3有额外的早班服务。,تم إغلاق جزئي لخطوط 2 و 3. هناك خدمات إضافية في الصباح الباكر على 1 و 2 و 3 خلال ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"L2 and L3 partial line closures and extra early morning L1, L2, L3 services during Sydney Marathon Due to major road closures in the city and South East on Sunday 31 August for the Sydney Marathon, L2 and L3 light rail services will be impacted throughout the day."
b5f646a0-37f9-5b0f-9080-1d53e63e8bdf,2025-08-21T12:36:03+10:00,,2509_370,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني والجنوب الشرقي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst Moore Park and Kingsford are closed for the annual Sydney Marathon."
e1d4299e-4516-51a7-9f6e-0042552b5ac0,2025-08-21T12:36:03+10:00,,2509_374,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني والجنوب الشرقي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst Moore Park and Kingsford are closed for the annual Sydney Marathon."
2f546774-7c51-553c-b56c-d9c91d5ae694,2025-08-21T12:36:03+10:00,,2509_390X,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南地区有绕行。,هناك تحويلات في وسط مدينة سيدني وجنوب شرق سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst Moore Park and Kingsford are closed for the annual Sydney Marathon."
83a1aef1-812e-5b20-a2e6-b65156bf26b1,2025-08-21T12:36:03+10:00,,2509_392,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني وجنوب شرق سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst Moore Park and Kingsford are closed for the annual Sydney Marathon."
10f8fe02-eb44-592d-ac4a-90b35707e9ad,2025-08-21T12:36:03+10:00,,2459_303,,,Kingsford and Randwick diversions for Sydney Marathon,Kingsford and Randwick diversions for Sydney Marathon,由于悉尼马拉松，金斯福德和兰德威克的道路被改道。,تم تحويل الطرق في كينغسفورد وراندويك بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Kingsford and Randwick diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the South East are closed for the annual Sydney Marathon."
75fdb731-b799-57b7-9a17-53b087754afb,2025-08-21T12:36:03+10:00,,2459_348,,,Kingsford and Randwick diversions for Sydney Marathon,Kingsford and Randwick diversions for Sydney Marathon,悉尼马拉松期间，金斯福德和兰德威克的道路被改道。,تم تحويل الطرق في كينغسفورد وراندويك بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Kingsford and Randwick diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the South East are closed for the annual Sydney Marathon."
1168959c-3e08-5356-b1a2-2b626e8f68e6,2025-08-21T12:36:03+10:00,,2509_324;2509_325,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而有绕行。,ستكون هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst and Moore Park are closed for the annual Sydney Marathon."
cc7b5be9-95f4-565a-9adf-cded0664d577,2025-08-21T12:36:03+10:00,,2509_339,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني والجنوب الشرقي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst, Moore Park and Kensington are closed for the annual Sydney Marathon."
7cfccf11-6b11-5c2d-9dfd-75cd6fd20c02,2025-08-21T12:36:03+10:00,,2459_389,,,Sydney CBD and Pyrmont diversions for Sydney Marathon,Sydney CBD and Pyrmont diversions for Sydney Marathon,悉尼马拉松导致悉尼中央商务区和皮尔蒙特的绕行。,ماراثون سيدني يسبب تحويلات في وسط مدينة سيدني وبييرمونت.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and Pyrmont diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the Sydney CBD and Pyrmont are closed for the annual Sydney Marathon."
8dfd61b3-f626-5c29-bb70-919735b1d9d8,2025-08-21T12:36:03+10:00,,2459_461X,,,Sydney CBD bus diversions for Sydney Marathon,Sydney CBD bus diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区的公交车改道。,تحويلات الحافلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD bus diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the Sydney CBD are closed for the annual Sydney Marathon."
fe3a5364-fd91-5f4b-a2f5-a80f5a5c05fd,2025-08-21T12:36:03+10:00,,2508_263,,,Sydney CBD & North Shore diversions for Sydney Marathon,Sydney CBD & North Shore diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和北岸有绕行。,هناك تحويلات في وسط مدينة سيدني والشاطئ الشمالي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD & North Shore diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads including the Harbour Bridge are closed for the annual Sydney Marathon."
e6d102fd-e7c1-54d5-8e4b-b105ccf092ae,2025-08-21T12:36:03+10:00,,2509_311,,,Sydney CBD diversions for Sydney Marathon,Sydney CBD diversions for Sydney Marathon,悉尼中央商务区因悉尼马拉松而有绕行。,ستكون هناك تحويلات في وسط مدينة سيدني بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst and Moore Park are closed for the annual Sydney Marathon."
cb6006da-1719-5865-ad0e-9e99d6aa374e,2025-08-21T12:36:03+10:00,,2509_352,,,Sydney CBD and South East diversions for Sydney Marathon,Sydney CBD and South East diversions for Sydney Marathon,由于悉尼马拉松，悉尼中央商务区和东南部有绕行。,هناك تحويلات في وسط مدينة سيدني والجنوب الشرقي بسبب ماراثون سيدني.,gtfs-rt,https://api.transport.nsw.gov.au/v2/gtfs/alerts/all,"Sydney CBD and South East diversions for Sydney Marathon On Sunday 31 August, buses to and from the city will be diverting while major roads in the city, Darlinghurst Moore Park and Kingsford are closed for the annual Sydney Marathon."
