created_at_iso,route_id,route_short_name,summary_en,plain_en,text
2025-08-21T20:07:30+10:00,CCN_1a;CCN_1b;CCN_1c;CCN_2a;CCN_2b;ESI_1a;ESI_1b;ESI_1c;ESI_1d;ESI_1e;ESI_1f;ESI_2a;ESI_2b;ESI_2c;ESI_2d;ESI_2e;ESI_2f;HUN_1a;HUN_1b;HUN_2a;HUN_2b;NSN_1a;NSN_2a;NSN_2i;NSN_2k;NTH_1a;NTH_1b;NTH_2a;SCO_1a;SCO_1b;SCO_2a;SCO_2b,,"Central Coast & Newcastle Line, Eastern Suburbs & Illawarra Line, Hunter Line, North Shore Line, Northern Line, South Coast Line","Central Coast & Newcastle Line, Eastern Suburbs & Illawarra Line, Hunter Line, North Shore Line, Northern Line, South Coast Line","Central Coast & Newcastle Line, Eastern Suburbs & Illawarra Line, Hunter Line, North Shore Line, Northern Line, South Coast Line Be weather wise and avoid rushing in wet conditions. Please take extra care while on stations and getting on and off the trains."
2025-08-21T20:07:30+10:00,APS_1a;APS_1b;APS_1c;APS_1d;APS_1e;APS_1f;APS_1g;APS_1h;APS_2a;APS_2b;APS_2c;APS_2d;APS_2e;APS_2f;APS_2g;APS_2h;CMB_1a;CMB_1b;CMB_1c;CMB_1d;CMB_2a;CMB_2b;CMB_2c;CMB_2d;IWL_1a;IWL_1b;IWL_1c;IWL_1d;IWL_1e;IWL_1f;IWL_1g;IWL_1h;IWL_1i;IWL_1j;IWL_2a;IWL_2b;IWL_2c;IWL_2d;IWL_2e;IWL_2f;IWL_2g;IWL_2h;IWL_2i;IWL_2j,,Station Update - Macquarie Fields,Station Update - Macquarie Fields,"Station Update - Macquarie Fields Station Access Changes
From Tuesday 26 August 2025 until mid-2026, the pedestrian ramp access from Railway Parade into the station on Platform 2 will be closed for upgrade works.
During this time, station access will be available via the stairs only.
If you require ramp or lift access, please visit transportnsw.info for your accessible travel options.
For more information about the project, please contact the Project Infoline on [redacted-phone]or visit www.transport.nsw.gov.au/macquariefields."
2025-08-21T20:07:30+10:00,5601_S401;5601_S402;5601_S403,,School bus diversions at Carroll,School bus diversions at Carroll,"School bus diversions at Carroll School routes 401, 402 and 403 are diverting away from Redbank Road and Long Point Road due to heavy rain and flooding. Catch the bus at Redbank Road and Oxley Highway ([redacted-phone]). S 402 buses are missing Long Point Road, stopping at Carroll Village instead. Two stops are being missed."
2025-08-21T20:07:30+10:00,,,Starting from,Starting from,Starting from North Sydney due to wet weather conditions causing slower boarding times. Please allow extra travel time.
2025-08-21T20:07:30+10:00,,,General update,General update,General update The 8th carriage is unavailable. Please move along the platform to join another available carriage.
2025-08-21T20:07:30+10:00,,,Running late,Running late,Running late due to urgent train repairs at Strathfield earlier. Please allow extra travel time.
2025-08-21T20:07:30+10:00,,,Running late,Running late,Running late due to an operational issue at Campbelltown earlier. Please allow extra travel time.
2025-08-21T20:07:30+10:00,,,Running late,Running late,Running late due to an issue with a freight train at Menangle Park. Please allow extra travel time.
2025-08-21T20:07:30+10:00,,,Running late,Running late,"Running late Please allow up to 30 minutes of extra travel time due to urgent signal repairs at Woy Woy and urgent level crossing repairs at Adamstown.
Trains may stop on platforms or between stations for longer than normal while the incident is ongoing.
For service updates, please check transport apps, information screens and listen to announcements."
2025-08-21T20:07:30+10:00,,,Running late,Running late,Running late There are no toilet facilities available on this train. Please speak to staff if you need assistance.
2025-08-21T20:07:30+10:00,,,Gosford Station Lift 4 between the concourse and Burns Cres is not available,Gosford Station Lift 4 between the concourse and Burns Cres is not available,"Gosford Station Lift 4 between the concourse and Burns Cres is not available At Gosford Station Lift 4 between the concourse and Burns Cres is temporarily out of service.
This Lift is out of service until the12 October 2025 due to a replacement upgrade. 
If you need help, ask staff or phone [redacted-phone]."
2025-08-21T20:07:30+10:00,,,Green Square Station Lift 2 between the concourse and Platform 2 is not available,Green Square Station Lift 2 between the concourse and Platform 2 is not available,"Green Square Station Lift 2 between the concourse and Platform 2 is not available At Green Square Station Lift 2 between the concourse and Platform 2 is temporarily out of service.

If you need help, ask staff or phone [redacted-phone]."
2025-08-21T20:07:30+10:00,,,St Leonards Station Lift 3 between Herbert St and Forum Plaza is not available,St Leonards Station Lift 3 between Herbert St and Forum Plaza is not available,"St Leonards Station Lift 3 between Herbert St and Forum Plaza is not available At St Leonards Station Lift 3 between Herbert St and Forum Plaza is temporarily out of service.

If you need help, ask staff or phone [redacted-phone]."
2025-08-21T20:07:30+10:00,,,"Point Clare Station Lift 1 between the pedestrian tunnel, Brisbane Water Dr and Platform 2 is not available","Point Clare Station Lift 1 between the pedestrian tunnel, Brisbane Water Dr and Platform 2 is not available","Point Clare Station Lift 1 between the pedestrian tunnel, Brisbane Water Dr and Platform 2 is not available At Point Clare Station Lift 1 between the pedestrian tunnel, Brisbane Water Dr and Platform 2 is temporarily out of service.

If you need help, ask staff or phone [redacted-phone]."
2025-08-21T20:07:30+10:00,,,Rhodes Station Lift 2 between the concourse and Platform 2/3 is not available,Rhodes Station Lift 2 between the concourse and Platform 2/3 is not available,"Rhodes Station Lift 2 between the concourse and Platform 2/3 is not available At Rhodes Station Lift 2 between the concourse and Platform 2/3 is temporarily out of service.

If you need help, ask staff or phone [redacted-phone]."
2025-08-21T20:07:30+10:00,,,Penshurst Station Lift 1 between the footbridge and Bridge St is not available,Penshurst Station Lift 1 between the footbridge and Bridge St is not available,"Penshurst Station Lift 1 between the footbridge and Bridge St is not available At Penshurst Station Lift 1 between the footbridge and Bridge St is temporarily out of service.

If you need help, ask staff or phone [redacted-phone]."
